"ID","Recency (months)","Frequency (times)","Monetary (cc)","Time (months)","Churn (0/1)","(T-R)/(F-1)","E[X[L]|L=1]","P[B]","(E[X|L=1]-P[B])^2"
87,4,2,500,4,0,0,0.542411437055038,0.555555555555556,0.000172767851155639
88,4,2,500,4,0,0,0.542411437055038,0.444444444444444,0.00959753164116417
89,4,2,500,4,0,0,0.542411437055038,0.333333333333333,0.0437136534558641
91,4,2,500,4,1,0,0.542411437055038,0.333333333333333,0.0437136534558641
92,4,2,500,4,0,0,0.542411437055038,0.333333333333333,0.0437136534558641
93,4,2,500,4,0,0,0.542411437055038,0.444444444444444,0.00959753164116417
94,4,2,500,4,0,0,0.542411437055038,0.444444444444444,0.00959753164116417
34,4,9,2250,26,1,2.75,0.540841952720471,0.555555555555556,0.00021649010838862
55,4,5,1250,14,1,2.5,0.522183137492744,0.444444444444444,0.00604330439685778
36,2,8,2000,28,1,3.71428571428571,0.511543420178042,0.555555555555556,0.00193706806048861
42,2,5,1250,16,0,3.5,0.509059694468341,0.555555555555556,0.00216186509824153
43,2,5,1250,16,1,3.5,0.509059694468341,0.555555555555556,0.00216186509824153
44,2,5,1250,16,0,3.5,0.509059694468341,0.555555555555556,0.00216186509824153
46,4,9,2250,28,1,3,0.505098398901192,0.555555555555556,0.002545924657643
31,1,14,3500,58,0,4.38461538461539,0.503149928210976,0.444444444444444,0.00344633382426256
74,2,2,500,4,0,2,0.499361384144655,0.444444444444444,0.0030158702660366
75,2,2,500,4,1,2,0.499361384144655,0.333333333333333,0.0275653136562069
76,2,2,500,4,1,2,0.499361384144655,0.333333333333333,0.0275653136562069
78,2,2,500,4,0,2,0.499361384144655,0.333333333333333,0.0275653136562069
79,2,2,500,4,0,2,0.499361384144655,0.333333333333333,0.0275653136562069
80,2,2,500,4,0,2,0.499361384144655,0.333333333333333,0.0275653136562069
95,12,11,2750,23,0,1.1,0.497186557206942,0.333333333333333,0.0268478789737749
40,4,7,1750,22,1,3,0.49000590292534,0.333333333333333,0.0245462940625622
68,0,2,500,4,0,4,0.488342019581881,0.444444444444444,0.00192699710294687
35,2,16,4000,64,0,4.13333333333333,0.483534265430864,0.555555555555556,0.00518706623122498
37,2,12,3000,47,1,4.09090909090909,0.482915610588223,0.555555555555556,0.00527656160485713
57,4,8,2000,26,1,3.14285714285714,0.480748402418196,0.666666666666667,0.0345656009811641
45,4,20,5000,69,1,3.42105263157895,0.476657006248758,0.666666666666667,0.0361036710521291
39,2,14,3500,57,1,4.23076923076923,0.471436161803823,0.777777777777778,0.0938451856775337
53,2,6,1500,22,0,4,0.471309487583361,0.777777777777778,0.0939228128946895
41,2,13,3250,53,1,4.25,0.468341555860456,0.666666666666667,0.0393328495762959
65,2,3,750,9,1,3.5,0.466647883490267,0.666666666666667,0.0400075136233676
64,4,5,1250,16,1,3,0.464996284554643,0.666666666666667,0.0406709430212095
60,3,6,1500,21,0,3.6,0.462893106887236,0.555555555555556,0.00858632939320889
47,2,9,2250,36,0,4.25,0.461139051054246,0.666666666666667,0.042241600779327
56,4,19,4750,69,1,3.61111111111111,0.45282415593632,0.666666666666667,0.0457286193954584
67,2,4,1000,14,1,4,0.451847467505708,0.555555555555556,0.0107553675269549
51,2,11,2750,46,0,4.4,0.451479884454498,0.444444444444444,4.94974161350579e-05
52,2,11,2750,46,1,4.4,0.451479884454498,0.444444444444444,4.94974161350579e-05
58,2,7,1750,28,1,4.33333333333333,0.447600492655786,0.555555555555556,0.0116542956056931
54,2,12,3000,52,0,4.54545454545455,0.439999200421566,0.555555555555556,0.0133532712118527
69,4,7,1750,25,0,3.5,0.436084734913055,0.444444444444444,6.98847434491948e-05
61,2,7,1750,29,0,4.5,0.434143821550721,0.444444444444444,0.000106102831998692
62,2,8,2000,35,1,4.71428571428571,0.420341441207785,0.444444444444444,0.000580954765026407
99,4,4,1000,14,1,3.33333333333333,0.417746509994195,0.333333333333333,0.00712558439397791
71,2,4,1000,16,0,4.66666666666667,0.407247755574673,0.333333333333333,0.00546334181527106
72,2,4,1000,16,0,4.66666666666667,0.407247755574673,0.333333333333333,0.00546334181527106
77,2,4,1000,16,1,4.66666666666667,0.407247755574673,0.444444444444444,0.00138359366287457
82,2,4,1000,16,0,4.66666666666667,0.407247755574673,0.444444444444444,0.00138359366287457
83,2,4,1000,16,0,4.66666666666667,0.407247755574673,0.444444444444444,0.00138359366287457
84,2,4,1000,16,0,4.66666666666667,0.407247755574673,0.444444444444444,0.00138359366287457
81,4,6,1500,23,1,3.8,0.40337932713417,0.444444444444444,0.00168634385970656
100,5,7,1750,26,1,3.5,0.395680541305528,0.333333333333333,0.0038871743419281
73,4,17,4250,71,1,4.1875,0.394097973084827,0.333333333333333,0.00369234144412881
96,4,7,1750,28,0,4,0.392854310256483,0.444444444444444,0.00266154194553191
66,3,16,4000,74,0,4.73333333333333,0.387627326068311,0.444444444444444,0.00322818494056761
63,2,10,2500,49,0,5.22222222222222,0.387318450321429,0.444444444444444,0.00326337920454283
59,2,16,4000,81,0,5.26666666666667,0.387124975814263,0.444444444444444,0.00328552148404636
85,2,6,1500,28,1,5.2,0.383657565133531,0.444444444444444,0.00369504469635951
86,2,6,1500,28,0,5.2,0.383657565133531,0.444444444444444,0.00369504469635951
98,4,9,2250,38,1,4.25,0.379646603464598,0.444444444444444,0.00419876019564942
101,4,8,2000,34,1,4.28571428571429,0.374688334336756,0.444444444444444,0.00486591489735599
90,2,7,1750,35,1,5.5,0.367798761056812,0.444444444444444,0.00587456078195718
70,1,9,2250,51,0,6.25,0.363696684536293,0.333333333333333,0.00092193309627427
103,4,9,2250,40,0,4.5,0.361680417905805,0.333333333333333,0.000803557203758866
97,3,17,4250,86,0,5.1875,0.356486362643965,0.222222222222222,0.0180268594031895
116,11,24,6000,64,0,2.30434782608696,0.348245216182011,0.111111111111111,0.0562325837877767
104,2,5,1250,26,0,6,0.340844169628509,0.111111111111111,0.052777278175758
105,2,5,1250,26,0,6,0.340844169628509,0.111111111111111,0.052777278175758
109,2,3,750,14,0,6,0.338885600629281,0.222222222222222,0.0136103438613486
106,6,17,4250,70,0,4,0.338306227845654,0.333333333333333,2.47296798306665e-05
111,4,5,1250,23,1,4.75,0.336149439278475,0.333333333333333,7.93045269426431e-06
113,4,5,1250,23,0,4.75,0.336149439278475,0.333333333333333,7.93045269426431e-06
102,2,13,3250,76,1,6.16666666666667,0.334133475742662,0.333333333333333,6.40227875205781e-07
154,2,1,250,2,1,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
155,2,1,250,2,0,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
156,2,1,250,2,0,0,0.32942095765102,0.222222222222222,0.0114915688775334
157,2,1,250,2,0,0,0.32942095765102,0.222222222222222,0.0114915688775334
158,2,1,250,2,0,0,0.32942095765102,0.111111111111111,0.0476591890962786
159,2,1,250,2,0,0,0.32942095765102,0,0.108518167339715
160,2,1,250,2,0,0,0.32942095765102,0.111111111111111,0.0476591890962786
161,2,1,250,2,0,0,0.32942095765102,0.222222222222222,0.0114915688775334
162,2,1,250,2,0,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
163,2,1,250,2,0,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
164,2,1,250,2,1,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
165,2,1,250,2,1,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
166,2,1,250,2,1,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
167,2,1,250,2,0,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
168,2,1,250,2,0,0,0.32942095765102,0.333333333333333,1.53066834795555e-05
169,2,1,250,2,0,0,0.32942095765102,0.222222222222222,0.0114915688775334
170,2,1,250,2,0,0,0.32942095765102,0.111111111111111,0.0476591890962786
171,2,1,250,2,0,0,0.32942095765102,0,0.108518167339715
172,2,1,250,2,0,0,0.32942095765102,0.111111111111111,0.0476591890962786
173,2,1,250,2,0,0,0.32942095765102,0.111111111111111,0.0476591890962786
174,2,1,250,2,0,0,0.32942095765102,0.111111111111111,0.0476591890962786
175,2,1,250,2,0,0,0.32942095765102,0.111111111111111,0.0476591890962786
114,4,8,2000,40,1,5.14285714285714,0.32149370480516,0.111111111111111,0.0442608357294353
139,9,5,1250,19,0,2.5,0.3211381391304,0.111111111111111,0.0441113524986151
108,3,5,1250,26,0,5.75,0.319832894044022,0.222222222222222,0.00952784325350315
112,4,9,2250,46,0,5.25,0.316716122843916,0.333333333333333,0.000276131684449585
182,10,4,1000,16,0,2,0.309147177242295,0.333333333333333,0.000584970146460048
107,0,8,2000,59,0,8.42857142857143,0.307162483342221,0.333333333333333,0.000684913389257317
121,2,3,750,16,1,7,0.305435816681005,0.444444444444444,0.0193233985926745
177,11,4,1000,16,1,1.66666666666667,0.3054103739885,0.444444444444444,0.0193304727475485
110,2,10,2500,64,0,6.88888888888889,0.30220891589429,0.444444444444444,0.0202309455819418
145,4,2,500,9,1,5,0.301604022027583,0.444444444444444,0.0204033862762274
122,4,5,1250,26,1,5.5,0.300467751511373,0.555555555555556,0.0650697877720835
118,4,11,2750,61,0,5.7,0.295313628933485,0.444444444444444,0.0222400001349639
147,6,3,750,14,0,4,0.294112801568254,0.444444444444444,0.0225996028498543
185,13,8,2000,26,0,1.85714285714286,0.294022884610591,0.444444444444444,0.0226266456628496
130,2,2,500,10,1,8,0.289286011992164,0.333333333333333,0.00194016651733219
133,2,2,500,10,0,8,0.289286011992164,0.333333333333333,0.00194016651733219
117,2,7,1750,46,1,7.33333333333333,0.287305381016499,0.333333333333333,0.00211857239448081
115,2,12,3000,82,0,7.27272727272727,0.286977909636621,0.333333333333333,0.00214882530610173
176,11,10,2500,35,0,2.66666666666667,0.284151624210137,0.333333333333333,0.00241884051227873
127,4,8,2000,46,1,6,0.281525442527926,0.333333333333333,0.00268405754970503
131,4,5,1250,28,0,6,0.280610221611773,0.333333333333333,0.00277972650960411
143,4,3,750,16,0,6,0.278997770732786,0.333333333333333,0.002952353363118
144,4,3,750,16,0,6,0.278997770732786,0.333333333333333,0.002952353363118
146,4,3,750,16,1,6,0.278997770732786,0.333333333333333,0.002952353363118
210,11,3,750,14,0,1.5,0.278517755893077,0.222222222222222,0.00316918711128631
124,2,5,1250,33,1,7.75,0.276814143556508,0.222222222222222,0.00298027787496883
249,11,2,500,11,0,0,0.274628432891835,0.222222222222222,0.00274641091674779
250,11,2,500,11,0,0,0.274628432891835,0.333333333333333,0.00344626533584628
251,11,2,500,11,0,0,0.274628432891835,0.222222222222222,0.00274641091674779
186,11,9,2250,33,0,2.75,0.273833786994265,0.222222222222222,0.00266375361821877
134,4,6,1500,35,0,6.2,0.273474690513238,0.222222222222222,0.00262681550592154
123,2,6,1500,41,1,7.8,0.273465574644592,0.222222222222222,0.00262588116748319
125,2,4,1000,26,0,8,0.272675335702807,0.222222222222222,0.00254551665988477
128,2,4,1000,26,0,8,0.272675335702807,0.222222222222222,0.00254551665988477
120,2,11,2750,79,1,7.7,0.272541428602649,0.222222222222222,0.00253202253075597
211,4,1,250,4,0,0,0.271205718527519,0.222222222222222,0.00239938291029104
212,4,1,250,4,0,0,0.271205718527519,0.222222222222222,0.00239938291029104
213,4,1,250,4,0,0,0.271205718527519,0.222222222222222,0.00239938291029104
214,4,1,250,4,0,0,0.271205718527519,0.222222222222222,0.00239938291029104
215,4,1,250,4,0,0,0.271205718527519,0.111111111111111,0.0256302833238138
216,4,1,250,4,1,0,0.271205718527519,0.111111111111111,0.0256302833238138
217,4,1,250,4,0,0,0.271205718527519,0.111111111111111,0.0256302833238138
218,4,1,250,4,0,0,0.271205718527519,0.222222222222222,0.00239938291029104
219,4,1,250,4,0,0,0.271205718527519,0.333333333333333,0.00385984052145962
220,4,1,250,4,0,0,0.271205718527519,0.333333333333333,0.00385984052145962
221,4,1,250,4,0,0,0.271205718527519,0.333333333333333,0.00385984052145962
222,4,1,250,4,1,0,0.271205718527519,0.444444444444444,0.0300116561573195
223,4,1,250,4,1,0,0.271205718527519,0.444444444444444,0.0300116561573195
224,4,1,250,4,0,0,0.271205718527519,0.444444444444444,0.0300116561573195
225,4,1,250,4,1,0,0.271205718527519,0.444444444444444,0.0300116561573195
226,4,1,250,4,1,0,0.271205718527519,0.444444444444444,0.0300116561573195
227,4,1,250,4,0,0,0.271205718527519,0.444444444444444,0.0300116561573195
229,4,1,250,4,0,0,0.271205718527519,0.333333333333333,0.00385984052145962
230,4,1,250,4,0,0,0.271205718527519,0.333333333333333,0.00385984052145962
231,4,1,250,4,0,0,0.271205718527519,0.222222222222222,0.00239938291029104
232,4,1,250,4,1,0,0.271205718527519,0.222222222222222,0.00239938291029104
233,4,1,250,4,0,0,0.271205718527519,0.222222222222222,0.00239938291029104
140,2,2,500,11,0,9,0.270331786191011,0.333333333333333,0.0039691949423262
148,2,2,500,11,0,9,0.270331786191011,0.333333333333333,0.0039691949423262
149,2,2,500,11,1,9,0.270331786191011,0.333333333333333,0.0039691949423262
150,2,2,500,11,0,9,0.270331786191011,0.222222222222222,0.00231453014526702
129,4,8,2000,48,1,6.28571428571429,0.270323202787662,0.222222222222222,0.00231370433135679
126,2,5,1250,34,0,8,0.269579508210635,0.222222222222222,0.0022427125361883
136,2,3,750,19,0,8.5,0.266045665486705,0.222222222222222,0.00192049417955533
119,1,7,1750,57,0,9.33333333333333,0.255615527424272,0.111111111111111,0.0208815263340072
194,11,11,2750,42,0,3.1,0.253848870115086,0.111111111111111,0.0203740678454768
245,9,2,500,11,0,2,0.252831752809129,0.111111111111111,0.0200847402832981
237,11,3,750,15,0,2,0.251377989753964,0.111111111111111,0.0196747972442088
137,2,5,1250,37,0,8.75,0.249979593485792,0.111111111111111,0.0192844553970471
132,2,12,3000,95,0,8.45454545454546,0.249393539960426,0.111111111111111,0.0191220301284659
203,6,2,500,11,1,5,0.248304589022031,0.111111111111111,0.018822050381294
199,11,7,1750,29,0,3,0.24809497741929,0.111111111111111,0.0187645796287371
142,5,14,3500,86,0,6.23076923076923,0.247235633082243,0.111111111111111,0.0185298854818692
152,4,6,1500,39,0,7,0.246963869276414,0.111111111111111,0.0184559719011203
235,14,7,1750,26,0,2,0.246215621973738,0.222222222222222,0.000575683231636049
135,2,11,2750,88,0,8.6,0.245955579877832,0.222222222222222,0.000563272265609094
206,11,6,1500,26,0,3,0.242656978391013,0.222222222222222,0.000417579259677935
138,2,12,3000,98,0,8.72727272727273,0.242077253701402,0.222222222222222,0.000394222275039205
178,4,5,1250,33,1,7.25,0.240821292570157,0.333333333333333,0.00855847768616766
181,4,4,1000,26,1,7.33333333333333,0.240374201209098,0.333333333333333,0.00864140024529102
188,4,4,1000,26,0,7.33333333333333,0.240374201209098,0.444444444444444,0.0416446641741334
141,2,9,2250,74,0,9,0.2372346560162,0.444444444444444,0.0429358964204778
197,9,8,2000,38,1,4.14285714285714,0.236964838444351,0.444444444444444,0.0430477869059541
180,2,3,750,22,0,10,0.23565474379168,0.333333333333333,0.00954110685484673
179,4,6,1500,41,1,7.4,0.235546834642623,0.333333333333333,0.00956219932618835
187,4,5,1250,34,0,7.5,0.234180208960472,0.333333333333333,0.00983134207290005
153,4,11,2750,78,0,7.4,0.232764603827557,0.333333333333333,0.0101140693544059
205,11,9,2250,38,0,3.375,0.23267106186887,0.222222222222222,0.000109178249961363
151,2,7,1750,58,1,9.33333333333333,0.231932196107481,0.333333333333333,0.010282190630696
209,11,6,1500,27,0,3.2,0.231757096407019,0.333333333333333,0.0103177319081108
257,16,8,2000,28,0,1.71428571428571,0.231662196067518,0.333333333333333,0.0103370201529242
189,8,15,3750,77,0,4.92857142857143,0.229427167738948,0.333333333333333,0.0107964912485278
254,11,3,750,16,1,2.5,0.229057780491375,0.333333333333333,0.010873390920496
190,4,5,1250,35,1,7.75,0.227895575427698,0.222222222222222,3.21869365940819e-05
195,2,2,500,14,0,12,0.225923733752854,0.222222222222222,1.37011876114012e-05
184,4,12,3000,88,0,7.63636363636364,0.225793135168889,0.222222222222222,1.27514192726716e-05
200,9,9,2250,45,0,4.5,0.222430346801058,0.222222222222222,4.33158403155167e-08
191,4,7,1750,52,0,8,0.21909656488911,0.111111111111111,0.0116608582276403
192,4,7,1750,52,0,8,0.21909656488911,0,0.048003304746208
234,10,8,2000,39,0,4.14285714285714,0.215009533788729,0,0.0462290996200467
183,2,4,1000,35,0,11,0.210170720603893,0,0.0441717317991595
193,2,4,1000,35,0,11,0.210170720603893,0,0.0441717317991595
238,4,2,500,14,0,10,0.208873254997098,0,0.0436280366530826
198,4,6,1500,47,0,8.6,0.206857967133837,0,0.0427902185667434
298,14,2,500,14,0,0,0.205147828635855,0,0.0420856315940062
299,14,2,500,14,0,0,0.205147828635855,0,0.0420856315940062
300,14,2,500,14,0,0,0.205147828635855,0,0.0420856315940062
301,14,2,500,14,0,0,0.205147828635855,0,0.0420856315940062
302,14,2,500,14,0,0,0.205147828635855,0,0.0420856315940062
303,14,2,500,14,0,0,0.205147828635855,0.111111111111111,0.00884290424282851
207,2,2,500,16,0,14,0.203623877787337,0.111111111111111,0.00855861199808973
242,11,22,5500,98,0,4.14285714285714,0.202847243616431,0.111111111111111,0.00841551800703363
272,16,7,1750,28,0,2,0.202704421559078,0.111111111111111,0.00838933451881771
196,2,5,1250,47,1,11.25,0.201214837745093,0.222222222222222,0.000441310202569937
270,13,4,1000,21,0,2.66666666666667,0.1985497410764,0.222222222222222,0.000560386363599321
202,4,7,1750,58,0,9,0.197282291002716,0.222222222222222,0.000622000169233719
204,4,7,1750,58,0,9,0.197282291002716,0.222222222222222,0.000622000169233719
244,11,17,4250,79,1,4.25,0.196848911922114,0.222222222222222,0.00064380487558558
228,4,3,750,24,0,10,0.194009860727036,0.222222222222222,0.000795937341135093
247,11,12,3000,58,0,4.27272727272727,0.193737508020759,0.222222222222222,0.000811378943139025
271,16,11,2750,40,0,2.4,0.192225885911705,0.222222222222222,0.000899780192053663
255,12,13,3250,59,0,3.91666666666667,0.190436251412925,0.333333333333333,0.020419576021368
253,11,8,2000,41,1,4.28571428571429,0.189708518390466,0.222222222222222,0.00105714093685914
236,8,10,2500,63,0,6.11111111111111,0.187904728244883,0.222222222222222,0.0011776903928847
201,4,6,1500,52,0,9.6,0.187797055619237,0.222222222222222,0.00118509209564328
243,4,3,750,25,1,10.5,0.186893457819881,0.333333333333333,0.0214446371403954
258,11,7,1750,37,0,4.33333333333333,0.186575594242996,0.444444444444444,0.0664963439042171
286,11,2,500,14,0,3,0.185678503928718,0.333333333333333,0.0218019486465061
240,8,9,2250,58,0,6.25,0.1841433341901,0.333333333333333,0.0222576558443581
241,8,8,2000,52,1,6.28571428571429,0.183222396302005,0.333333333333333,0.0225332934164233
282,14,4,1000,22,1,2.66666666666667,0.180153678254401,0.333333333333333,0.0234640067301007
208,2,7,1750,76,0,12.3333333333333,0.179918025399895,0.333333333333333,0.0235362567083118
260,12,12,3000,58,0,4.18181818181818,0.179150864440665,0.333333333333333,0.0237722337138386
248,7,12,3000,86,0,7.18181818181818,0.178558898331365,0.333333333333333,0.0239551257301785
262,11,14,3500,73,1,4.76923076923077,0.176359795378102,0.222222222222222,0.00210336219603226
246,4,5,1250,46,0,10.5,0.175953401579954,0.222222222222222,0.00214080376362642
283,14,5,1250,26,0,3,0.175868301409813,0.222222222222222,0.0021486859746831
239,2,4,1000,43,0,13.6666666666667,0.174595557812168,0.222222222222222,0.00226829916282789
310,16,3,750,19,0,1.5,0.171286024806805,0.222222222222222,0.00259449620714233
290,14,3,750,19,1,2.5,0.171106486699656,0.222222222222222,0.00261281841801298
277,14,13,3250,57,0,3.58333333333333,0.169512777763681,0.222222222222222,0.00277828553512803
335,16,2,500,16,0,0,0.168894124606632,0.222222222222222,0.00284388599529791
259,4,3,750,28,0,12,0.168366132967064,0.222222222222222,0.00290047834985957
291,14,4,1000,23,1,3,0.168349880784115,0.222222222222222,0.00290222917202399
314,9,1,250,9,0,0,0.166789184705645,0.111111111111111,0.00310004787919832
315,9,1,250,9,0,0,0.166789184705645,0.111111111111111,0.00310004787919832
268,11,8,2000,46,0,5,0.166720428483894,0.111111111111111,0.0030923961786669
273,7,2,500,16,0,9,0.166251723833929,0.111111111111111,0.00304048717144784
281,14,16,4000,70,0,3.73333333333333,0.165070203396455,0,0.0272481720493469
279,14,18,4500,78,0,3.76470588235294,0.164559911641368,0.111111111111111,0.00285677427812316
284,8,2,500,16,0,8,0.161424810868613,0.111111111111111,0.00253146838328807
309,16,4,1000,23,0,2.33333333333333,0.159500246217121,0.111111111111111,0.00234150839630768
280,11,8,2000,48,0,5.28571428571429,0.159013013987441,0.111111111111111,0.00229459229917333
289,14,5,1250,28,1,3.5,0.158509178819225,0.222222222222222,0.00405935189967215
297,14,5,1250,28,0,3.5,0.158509178819225,0.222222222222222,0.00405935189967215
256,2,3,750,35,0,16.5,0.157628040452919,0.222222222222222,0.00417240831844572
292,16,12,3000,50,0,3.09090909090909,0.157617327294737,0.222222222222222,0.00417379244859139
288,9,2,500,16,1,7,0.157512382913636,0.222222222222222,0.004187363303343
261,4,4,1000,41,0,12.3333333333333,0.157031223095082,0.111111111111111,0.0021086566846204
252,2,6,1500,75,0,14.6,0.156161083446025,0.111111111111111,0.00202950000737647
326,14,2,500,16,0,2,0.155489353792718,0.222222222222222,0.00445327572882946
312,11,2,500,16,0,5,0.15270518699425,0.222222222222222,0.00483261818688712
285,11,5,1250,33,0,5.5,0.152129881663481,0.111111111111111,0.00168253953762793
263,2,2,500,23,0,21,0.151340520369567,0.222222222222222,0.00502421565752866
266,4,4,1000,43,1,13,0.150092510188937,0.222222222222222,0.00520269535800471
293,11,4,1000,28,0,5.66666666666667,0.147862893952406,0.222222222222222,0.00552930970073836
305,14,6,1500,34,0,4,0.146754655020511,0.222222222222222,0.00569535369934472
264,2,3,750,38,1,18,0.146438787349368,0.222222222222222,0.00574312900112819
267,3,2,500,23,0,20,0.142547214825575,0.222222222222222,0.00634810680365586
294,11,5,1250,35,0,6,0.142075812105068,0.111111111111111,0.000958812707645173
295,11,5,1250,35,0,6,0.142075812105068,0.111111111111111,0.000958812707645173
308,11,3,750,23,0,6,0.141259411808615,0.111111111111111,0.000908920034947119
269,4,7,1750,82,0,13,0.141091417712516,0.111111111111111,0.000898818783914243
265,4,5,1250,58,0,13.5,0.140915922144797,0.111111111111111,0.000888326760753717
274,4,5,1250,58,0,13.5,0.140915922144797,0.111111111111111,0.000888326760753717
275,4,5,1250,58,0,13.5,0.140915922144797,0.111111111111111,0.000888326760753717
336,16,3,750,21,1,2.5,0.140868565257648,0.111111111111111,0.00088550607728322
276,4,4,1000,46,0,14,0.140762721263963,0.222222222222222,0.00663565029636865
318,14,4,1000,26,0,4,0.14069464112785,0.222222222222222,0.00664674647909937
278,4,3,750,34,0,15,0.140508125376283,0.222222222222222,0.00667719362334747
317,11,2,500,17,0,6,0.14025201141092,0.222222222222222,0.00671911546044938
339,11,1,250,11,1,0,0.137314216445917,0.111111111111111,0.000686602729186947
344,11,1,250,11,0,0,0.137314216445917,0.111111111111111,0.000686602729186947
345,11,1,250,11,0,0,0.137314216445917,0.111111111111111,0.000686602729186947
346,11,1,250,11,0,0,0.137314216445917,0.111111111111111,0.000686602729186947
347,11,1,250,11,0,0,0.137314216445917,0.111111111111111,0.000686602729186947
348,11,1,250,11,0,0,0.137314216445917,0,0.0188551940381562
349,11,1,250,11,0,0,0.137314216445917,0.111111111111111,0.000686602729186947
350,11,1,250,11,0,0,0.137314216445917,0.111111111111111,0.000686602729186947
351,11,1,250,11,0,0,0.137314216445917,0.111111111111111,0.000686602729186947
287,4,2,500,23,0,19,0.13445977571139,0.111111111111111,0.000545160138616324
306,11,5,1250,37,1,6.5,0.13326828160214,0.111111111111111,0.000490940204168518
325,16,7,1750,38,0,3.66666666666667,0.130981996610152,0.222222222222222,0.00832477876974142
313,12,9,2250,60,0,6,0.129410795531839,0.222222222222222,0.00861396092430429
311,11,5,1250,38,0,6.75,0.129261701038261,0.222222222222222,0.00864165849879366
321,15,16,4000,82,0,4.46666666666667,0.127287910512339,0.333333333333333,0.0424547162654823
329,14,4,1000,28,1,4.66666666666667,0.12680734305538,0.222222222222222,0.00910399916642303
330,16,7,1750,39,0,3.83333333333333,0.126505869421893,0.333333333333333,0.0427775998280383
332,16,6,1500,35,0,3.8,0.125602805705266,0.333333333333333,0.0431519721086353
333,16,6,1500,35,1,3.8,0.125602805705266,0.333333333333333,0.0431519721086353
342,23,38,9500,98,0,2.02702702702703,0.125208181419443,0.333333333333333,0.0433160788591801
