"ID","Recency (months)","Frequency (times)","Monetary (cc)","Time (months)","Churn (0/1)","(T-R)/(F-1)","E[X[L]|L=1]","P[B]","(E[X|L=1]-P[B])^2"
67,2,4,1000,14,1,4,0.485809437301115,0.444444444444444,0.00171106263403243
64,4,5,1250,16,1,3,0.479931750371568,0.444444444444444,0.0012593488819653
65,2,3,750,9,1,3.5,0.474634643949153,0.444444444444444,0.000911448146134083
69,4,7,1750,25,0,3.5,0.473767489357622,0.444444444444444,0.000859840962980215
59,2,16,4000,81,0,5.26666666666667,0.472418395423407,0.444444444444444,0.000782541933373415
63,2,10,2500,49,0,5.22222222222222,0.462430073014862,0.444444444444444,0.000323482835073025
66,3,16,4000,74,0,4.73333333333333,0.461706724870844,0.444444444444444,0.000297986325519643
73,4,17,4250,71,1,4.1875,0.458908080386656,0.333333333333333,0.015769017097506
74,2,2,500,4,0,2,0.453759509145833,0.333333333333333,0.0145024638208232
75,2,2,500,4,1,2,0.453759509145833,0.333333333333333,0.0145024638208232
76,2,2,500,4,1,2,0.453759509145833,0.333333333333333,0.0145024638208232
78,2,2,500,4,0,2,0.453759509145833,0.333333333333333,0.0145024638208232
79,2,2,500,4,0,2,0.453759509145833,0.222222222222222,0.0536095152359467
80,2,2,500,4,0,2,0.453759509145833,0.333333333333333,0.0145024638208232
70,1,9,2250,51,0,6.25,0.4445555625,0.222222222222222,0.0494321141990742
71,2,4,1000,16,0,4.66666666666667,0.444499111,0.111111111111111,0.111147558469914
72,2,4,1000,16,0,4.66666666666667,0.444499111,0.111111111111111,0.111147558469914
77,2,4,1000,16,1,4.66666666666667,0.444499111,0.222222222222222,0.0494070152847286
82,2,4,1000,16,0,4.66666666666667,0.444499111,0.222222222222222,0.0494070152847286
83,2,4,1000,16,0,4.66666666666667,0.444499111,0.333333333333333,0.0123578301242348
84,2,4,1000,16,0,4.66666666666667,0.444499111,0.333333333333333,0.0123578301242348
85,2,6,1500,28,1,5.2,0.441495738628379,0.333333333333333,0.0116991059192096
86,2,6,1500,28,0,5.2,0.441495738628379,0.222222222222222,0.0480808749971209
81,4,6,1500,23,1,3.8,0.434563727966178,0.333333333333333,0.0102475927975214
87,4,2,500,4,0,0,0.433955095293956,0.333333333333333,0.0101247389800602
88,4,2,500,4,0,0,0.433955095293956,0.333333333333333,0.0101247389800602
89,4,2,500,4,0,0,0.433955095293956,0.222222222222222,0.0448308095392109
91,4,2,500,4,1,0,0.433955095293956,0.222222222222222,0.0448308095392109
92,4,2,500,4,0,0,0.433955095293956,0.111111111111111,0.104228238123053
93,4,2,500,4,0,0,0.433955095293956,0.222222222222222,0.0448308095392109
94,4,2,500,4,0,0,0.433955095293956,0.333333333333333,0.0101247389800602
95,12,11,2750,23,0,1.1,0.43199742806622,0.333333333333333,0.00973460358946011
96,4,7,1750,28,0,4,0.431365864415114,0.333333333333333,0.00961037715030027
90,2,7,1750,35,1,5.5,0.430281829933208,0.444444444444444,0.000200579649793882
98,4,9,2250,38,1,4.25,0.427174546929988,0.555555555555556,0.016481683375718
97,3,17,4250,86,0,5.1875,0.426936495671345,0.555555555555556,0.0165428625654981
99,4,4,1000,14,1,3.33333333333333,0.423284068360498,0.666666666666667,0.0592350891582618
100,5,7,1750,26,1,3.5,0.421179298038926,0.666666666666667,0.0602640481557724
101,4,8,2000,34,1,4.28571428571429,0.418142966315634,0.555555555555556,0.0188822196816195
103,4,9,2250,40,0,4.5,0.408405893725683,0.444444444444444,0.00129877713790876
102,2,13,3250,76,1,6.16666666666667,0.406818870268678,0.444444444444444,0.00141568383205608
104,2,5,1250,26,0,6,0.389864972058473,0.333333333333333,0.00319582617694968
105,2,5,1250,26,0,6,0.389864972058473,0.222222222222222,0.0281040915726597
107,0,8,2000,59,0,8.42857142857143,0.386115586690018,0.222222222222222,0.0268610349165736
106,6,17,4250,70,0,4,0.377484122800647,0.333333333333333,0.00194929221058705
110,2,10,2500,64,0,6.88888888888889,0.365443899983222,0.222222222222222,0.0205124489806755
109,2,3,750,14,0,6,0.364357077975836,0.222222222222222,0.0202023172201007
114,4,8,2000,40,1,5.14285714285714,0.363027461089496,0.222222222222222,0.01982611529247
111,4,5,1250,23,1,4.75,0.362136439971815,0.222222222222222,0.0195759883284804
113,4,5,1250,23,0,4.75,0.362136439971815,0.222222222222222,0.0195759883284804
112,4,9,2250,46,0,5.25,0.360843095543344,0.333333333333333,0.000756787016851328
108,3,5,1250,26,0,5.75,0.35724770801238,0.333333333333333,0.000571897316289836
115,2,12,3000,82,0,7.27272727272727,0.350355867651475,0.333333333333333,0.000289766674612297
116,11,24,6000,64,0,2.30434782608696,0.34798165067645,0.333333333333333,0.000214573200984659
117,2,7,1750,46,1,7.33333333333333,0.341845728863229,0.444444444444444,0.0105264964389152
118,4,11,2750,61,0,5.7,0.341579807420198,0.555555555555556,0.0457856207900862
121,2,3,750,16,1,7,0.33337433325,0.666666666666667,0.111083779514326
120,2,11,2750,79,1,7.7,0.332295451912621,0.777777777777778,0.198454502658229
122,4,5,1250,26,1,5.5,0.327669139213076,0.777777777777778,0.202597786510569
123,2,6,1500,41,1,7.8,0.323205454164881,0.666666666666667,0.117965604493197
124,2,5,1250,33,1,7.75,0.322514162472853,0.666666666666667,0.118440946142873
127,4,8,2000,46,1,6,0.32074941826075,0.555555555555556,0.055133922111307
126,2,5,1250,34,0,8,0.31474648033237,0.555555555555556,0.0579890107098458
119,1,7,1750,57,0,9.33333333333333,0.314101935897436,0.444444444444444,0.016989169534327
125,2,4,1000,26,0,8,0.311891977646778,0.333333333333333,0.000459731733677373
128,2,4,1000,26,0,8,0.311891977646778,0.222222222222222,0.00804066503789967
129,4,8,2000,48,1,6.28571428571429,0.308763266606761,0.111111111111111,0.0390663745720765
131,4,5,1250,28,0,6,0.308118474582224,0.222222222222222,0.00737816616949315
132,2,12,3000,95,0,8.45454545454546,0.305929157941475,0.222222222222222,0.00700685108750709
134,4,6,1500,35,0,6.2,0.305867658479649,0.222222222222222,0.00699655900669528
135,2,11,2750,88,0,8.6,0.300986207071608,0.222222222222222,0.00620376530935429
130,2,2,500,10,1,8,0.298362416972603,0.111111111111111,0.0350630515468339
133,2,2,500,10,0,8,0.298362416972603,0.111111111111111,0.0350630515468339
138,2,12,3000,98,0,8.72727272727273,0.297231399470811,0.111111111111111,0.0346407617390979
136,2,3,750,19,0,8.5,0.29566230460181,0.111111111111111,0.0340591430188414
139,9,5,1250,19,0,2.5,0.293799289091309,0.111111111111111,0.0333749703737246
137,2,5,1250,37,0,8.75,0.293537148773585,0.111111111111111,0.0332792592172303
141,2,9,2250,74,0,9,0.288553642714917,0.222222222222222,0.00439985734457865
143,4,3,750,16,0,6,0.287959050222941,0.222222222222222,0.0043213305555961
144,4,3,750,16,0,6,0.287959050222941,0.222222222222222,0.0043213305555961
146,4,3,750,16,1,6,0.287959050222941,0.222222222222222,0.0043213305555961
145,4,2,500,9,1,5,0.284521522534329,0.333333333333333,0.00238259287347776
142,5,14,3500,86,0,6.23076923076923,0.284012200091649,0.333333333333333,0.00243257418424403
140,2,2,500,11,0,9,0.282252135278618,0.333333333333333,0.00260928879470508
148,2,2,500,11,0,9,0.282252135278618,0.444444444444444,0.0263063451525431
149,2,2,500,11,1,9,0.282252135278618,0.333333333333333,0.00260928879470508
150,2,2,500,11,0,9,0.282252135278618,0.333333333333333,0.00260928879470508
147,6,3,750,14,0,4,0.279539007940205,0.333333333333333,0.00289382944450177
151,2,7,1750,58,1,9.33333333333333,0.279236621012821,0.333333333333333,0.00292645428388831
152,4,6,1500,39,0,7,0.278386287547066,0.333333333333333,0.00301917784063814
154,2,1,250,2,1,0,0.274543568558824,0.222222222222222,0.00273752328247459
155,2,1,250,2,0,0,0.274543568558824,0.222222222222222,0.00273752328247459
156,2,1,250,2,0,0,0.274543568558824,0.222222222222222,0.00273752328247459
157,2,1,250,2,0,0,0.274543568558824,0.111111111111111,0.0267101681473984
158,2,1,250,2,0,0,0.274543568558824,0.111111111111111,0.0267101681473984
159,2,1,250,2,0,0,0.274543568558824,0,0.0753741710370135
160,2,1,250,2,0,0,0.274543568558824,0.111111111111111,0.0267101681473984
161,2,1,250,2,0,0,0.274543568558824,0.222222222222222,0.00273752328247459
162,2,1,250,2,0,0,0.274543568558824,0.333333333333333,0.00345623644224218
163,2,1,250,2,0,0,0.274543568558824,0.333333333333333,0.00345623644224218
164,2,1,250,2,1,0,0.274543568558824,0.333333333333333,0.00345623644224218
165,2,1,250,2,1,0,0.274543568558824,0.333333333333333,0.00345623644224218
166,2,1,250,2,1,0,0.274543568558824,0.333333333333333,0.00345623644224218
167,2,1,250,2,0,0,0.274543568558824,0.333333333333333,0.00345623644224218
168,2,1,250,2,0,0,0.274543568558824,0.333333333333333,0.00345623644224218
169,2,1,250,2,0,0,0.274543568558824,0.222222222222222,0.00273752328247459
170,2,1,250,2,0,0,0.274543568558824,0.111111111111111,0.0267101681473984
171,2,1,250,2,0,0,0.274543568558824,0,0.0753741710370135
172,2,1,250,2,0,0,0.274543568558824,0,0.0753741710370135
173,2,1,250,2,0,0,0.274543568558824,0,0.0753741710370135
174,2,1,250,2,0,0,0.274543568558824,0.111111111111111,0.0267101681473984
175,2,1,250,2,0,0,0.274543568558824,0.222222222222222,0.00273752328247459
153,4,11,2750,78,0,7.4,0.272053266158903,0.222222222222222,0.00248313293981936
176,11,10,2500,35,0,2.66666666666667,0.27043323389384,0.222222222222222,0.0023243016464009
178,4,5,1250,33,1,7.25,0.268123864693566,0.222222222222222,0.00210696078156705
179,4,6,1500,41,1,7.4,0.26641783150463,0.333333333333333,0.0044776843849872
180,2,3,750,22,0,10,0.265615322426829,0.333333333333333,0.0045857290011334
184,4,12,3000,88,0,7.63636363636364,0.265050417484931,0.333333333333333,0.00466255659675996
182,10,4,1000,16,0,2,0.262803161206311,0.333333333333333,0.00497450518026739
181,4,4,1000,26,1,7.33333333333333,0.262135311370461,0.333333333333333,0.00506915833142568
188,4,4,1000,26,0,7.33333333333333,0.262135311370461,0.222222222222222,0.00159305468535524
187,4,5,1250,34,0,7.5,0.261339353947271,0.222222222222222,0.00153014999439483
186,11,9,2250,33,0,2.75,0.258833432744587,0.222222222222222,0.0013403807359129
190,4,5,1250,35,1,7.75,0.254889715399708,0.333333333333333,0.00615340119451663
185,13,8,2000,26,0,1.85714285714286,0.254500824868847,0.222222222222222,0.0010419081888187
191,4,7,1750,52,0,8,0.251380107357347,0.222222222222222,0.000850182265553148
192,4,7,1750,52,0,8,0.251380107357347,0.222222222222222,0.000850182265553148
177,11,4,1000,16,1,1.66666666666667,0.249722369149353,0.222222222222222,0.000756258081013803
189,8,15,3750,77,0,4.92857142857143,0.246473230139858,0.111111111111111,0.0183229032679526
194,11,11,2750,42,0,3.1,0.246086233961838,0.222222222222222,0.000569491056308526
183,2,4,1000,35,0,11,0.245875331390405,0.333333333333333,0.00764890210384933
193,2,4,1000,35,0,11,0.245875331390405,0.333333333333333,0.00764890210384933
195,2,2,500,14,0,12,0.242904718650558,0.222222222222222,0.000427765658508108
196,2,5,1250,47,1,11.25,0.239696879372707,0.222222222222222,0.000305363642527001
197,9,8,2000,38,1,4.14285714285714,0.238212341560222,0.222222222222222,0.00025568391644349
198,4,6,1500,47,0,8.6,0.235981674059318,0.222222222222222,0.00018932251485736
199,11,7,1750,29,0,3,0.23057577761937,0.333333333333333,0.0105591152563082
202,4,7,1750,58,0,9,0.227635134999915,0.333333333333333,0.0111721091309306
204,4,7,1750,58,0,9,0.227635134999915,0.222222222222222,2.92996247389126e-05
200,9,9,2250,45,0,4.5,0.2267779398399,0.111111111111111,0.013378815268175
203,6,2,500,11,1,5,0.224863334210854,0.111111111111111,0.0129395682601336
205,11,9,2250,38,0,3.375,0.223396215775175,0.111111111111111,0.0126079447294197
207,2,2,500,16,0,14,0.2222495555,0.111111111111111,0.0123517538211822
206,11,6,1500,26,0,3,0.221817014684866,0.111111111111111,0.0122557970860815
208,2,7,1750,76,0,12.3333333333333,0.219056314760058,0.111111111111111,0.0116521669908125
210,11,3,750,14,0,1.5,0.217210591057225,0,0.0471804408674291
211,4,1,250,4,0,0,0.216977547646978,0,0.0470792561828966
212,4,1,250,4,0,0,0.216977547646978,0.111111111111111,0.0112077023848027
213,4,1,250,4,0,0,0.216977547646978,0.111111111111111,0.0112077023848027
214,4,1,250,4,0,0,0.216977547646978,0.111111111111111,0.0112077023848027
215,4,1,250,4,0,0,0.216977547646978,0.111111111111111,0.0112077023848027
216,4,1,250,4,1,0,0.216977547646978,0.111111111111111,0.0112077023848027
217,4,1,250,4,0,0,0.216977547646978,0.111111111111111,0.0112077023848027
218,4,1,250,4,0,0,0.216977547646978,0.222222222222222,2.75066114002128e-05
219,4,1,250,4,0,0,0.216977547646978,0.333333333333333,0.013538668862689
220,4,1,250,4,0,0,0.216977547646978,0.333333333333333,0.013538668862689
221,4,1,250,4,0,0,0.216977547646978,0.333333333333333,0.013538668862689
222,4,1,250,4,1,0,0.216977547646978,0.444444444444444,0.0517411891386692
223,4,1,250,4,1,0,0.216977547646978,0.444444444444444,0.0517411891386692
224,4,1,250,4,0,0,0.216977547646978,0.444444444444444,0.0517411891386692
225,4,1,250,4,1,0,0.216977547646978,0.444444444444444,0.0517411891386692
226,4,1,250,4,1,0,0.216977547646978,0.444444444444444,0.0517411891386692
227,4,1,250,4,0,0,0.216977547646978,0.444444444444444,0.0517411891386692
229,4,1,250,4,0,0,0.216977547646978,0.333333333333333,0.013538668862689
230,4,1,250,4,0,0,0.216977547646978,0.333333333333333,0.013538668862689
231,4,1,250,4,0,0,0.216977547646978,0.222222222222222,2.75066114002128e-05
232,4,1,250,4,1,0,0.216977547646978,0.111111111111111,0.0112077023848027
233,4,1,250,4,0,0,0.216977547646978,0.111111111111111,0.0112077023848027
201,4,6,1500,52,0,9.6,0.215468663449155,0.111111111111111,0.0108904987299875
209,11,6,1500,27,0,3.2,0.213125125394707,0.111111111111111,0.0104068591102537
234,10,8,2000,39,0,4.14285714285714,0.211770771647038,0.111111111111111,0.010132367259208
238,4,2,500,14,0,10,0.211642034180249,0,0.0447923506319537
228,4,3,750,24,0,10,0.209921367235694,0.111111111111111,0.0097634667154057
235,14,7,1750,26,0,2,0.207169170647868,0.111111111111111,0.00922715080196716
239,2,4,1000,43,0,13.6666666666667,0.206940203695962,0.111111111111111,0.00918321498563594
242,11,22,5500,98,0,4.14285714285714,0.206618611689467,0.111111111111111,0.00912168266672467
243,4,3,750,25,1,10.5,0.203043209724695,0.111111111111111,0.00845151075549771
237,11,3,750,15,0,2,0.201144718937608,0.222222222222222,0.000444261144712929
246,4,5,1250,46,0,10.5,0.200468386412969,0.222222222222222,0.000473229372415955
236,8,10,2500,63,0,6.11111111111111,0.199969808127522,0.222222222222222,0.000495169933041991
245,9,2,500,11,0,2,0.199130629272998,0.333333333333333,0.0180103657771058
244,11,17,4250,79,1,4.25,0.198792149125472,0.222222222222222,0.000548968325319053
248,7,12,3000,86,0,7.18181818181818,0.196741903280204,0.222222222222222,0.000649246653386967
240,8,9,2250,58,0,6.25,0.195091512405057,0.222222222222222,0.000736075415183239
241,8,8,2000,52,1,6.28571428571429,0.192855785058113,0.222222222222222,0.000862387631713582
247,11,12,3000,58,0,4.27272727272727,0.192461188962241,0.222222222222222,0.000885719100701737
249,11,2,500,11,0,0,0.190439537817679,0.222222222222222,0.00101013902795878
250,11,2,500,11,0,0,0.190439537817679,0.222222222222222,0.00101013902795878
251,11,2,500,11,0,0,0.190439537817679,0.222222222222222,0.00101013902795878
252,2,6,1500,75,0,14.6,0.190037913670383,0.111111111111111,0.00622944016223028
254,11,3,750,16,1,2.5,0.187291776862015,0.111111111111111,0.00580349383425094
257,16,8,2000,28,0,1.71428571428571,0.18712016698925,0.222222222222222,0.00123215428157863
255,12,13,3250,59,0,3.91666666666667,0.185356163403051,0.222222222222222,0.00135910629285858
259,4,3,750,28,0,12,0.184871084749335,0.222222222222222,0.00139510747051856
256,2,3,750,35,0,16.5,0.184406498542803,0.333333333333333,0.0221792021207258
253,11,8,2000,41,1,4.28571428571429,0.18350044534659,0.222222222222222,0.00149937600440627
258,11,7,1750,37,0,4.33333333333333,0.178644296173566,0.333333333333333,0.0239286982174158
261,4,4,1000,41,0,12.3333333333333,0.177611887669753,0.333333333333333,0.0242491686395553
262,11,14,3500,73,1,4.76923076923077,0.17744534116569,0.444444444444444,0.071288521151659
260,12,12,3000,58,0,4.18181818181818,0.17417973324441,0.444444444444444,0.073043014120038
264,2,3,750,38,1,18,0.172253170431459,0.333333333333333,0.0259468188804944
263,2,2,500,23,0,21,0.171274886807339,0.333333333333333,0.0262629400904184
266,4,4,1000,43,1,13,0.170290705160695,0.333333333333333,0.0265828986014412
269,4,7,1750,82,0,13,0.165212337467946,0.222222222222222,0.00325012695969588
271,16,11,2750,40,0,2.4,0.165181555525415,0.222222222222222,0.00325363765721625
272,16,7,1750,28,0,2,0.163730146115594,0.111111111111111,0.00276876284480298
270,13,4,1000,21,0,2.66666666666667,0.163566169407718,0.111111111111111,0.00275153314090042
268,11,8,2000,46,0,5,0.162891680145939,0,0.026533699460767
265,4,5,1250,58,0,13.5,0.162596524999939,0,0.0264376299420559
274,4,5,1250,58,0,13.5,0.162596524999939,0,0.0264376299420559
275,4,5,1250,58,0,13.5,0.162596524999939,0,0.0264376299420559
276,4,4,1000,46,0,14,0.160374709130375,0,0.0257200473286524
277,14,13,3250,57,0,3.58333333333333,0.157647827169099,0,0.0248528374111381
267,3,2,500,23,0,20,0.157421347758301,0,0.0247814807300399
278,4,3,750,34,0,15,0.156803612368363,0,0.0245873728517677
273,7,2,500,16,0,9,0.156727801281171,0,0.0245636036944301
279,14,18,4500,78,0,3.76470588235294,0.155932399234724,0,0.0243149131310973
280,11,8,2000,48,0,5.28571428571429,0.155888598454369,0.111111111111111,0.00200502337277558
281,14,16,4000,70,0,3.73333333333333,0.155530457085021,0.111111111111111,0.00197307829674989
283,14,5,1250,26,0,3,0.147977979034192,0.111111111111111,0.00135916595045786
284,8,2,500,16,0,8,0.147283698862874,0.111111111111111,0.00130845610465898
282,14,4,1000,22,1,2.66666666666667,0.145410324603461,0.222222222222222,0.00590006761579501
287,4,2,500,23,0,19,0.144854575988726,0.222222222222222,0.00598575268371145
286,11,2,500,14,0,3,0.144807060704817,0.333333333333333,0.0355421554712018
285,11,5,1250,33,0,5.5,0.14379635152477,0.333333333333333,0.0359242674730995
288,9,2,500,16,1,7,0.138861068355021,0.444444444444444,0.0933811997422101
292,16,12,3000,50,0,3.09090909090909,0.138792256213534,0.333333333333333,0.0378462306869318
291,14,4,1000,23,1,3,0.137558795197227,0.333333333333333,0.0383276697824058
293,11,4,1000,28,0,5.66666666666667,0.136725822022949,0.333333333333333,0.0386545135036628
289,14,5,1250,28,1,3.5,0.135394817551692,0.333333333333333,0.039179656029839
297,14,5,1250,28,0,3.5,0.135394817551692,0.222222222222222,0.00753899820181997
294,11,5,1250,35,0,6,0.13521661694692,0.222222222222222,0.00756997534932166
295,11,5,1250,35,0,6,0.13521661694692,0.111111111111111,0.000581075411600226
296,2,4,1000,70,0,22.6666666666667,0.134863507362229,0.111111111111111,0.000564176327670126
298,14,2,500,14,0,0,0.133801937345202,0,0.0179029584373293
299,14,2,500,14,0,0,0.133801937345202,0,0.0179029584373293
300,14,2,500,14,0,0,0.133801937345202,0,0.0179029584373293
301,14,2,500,14,0,0,0.133801937345202,0.111111111111111,0.000514873595185697
302,14,2,500,14,0,0,0.133801937345202,0.111111111111111,0.000514873595185697
303,14,2,500,14,0,0,0.133801937345202,0.111111111111111,0.000514873595185697
304,2,3,750,52,0,25,0.1317366316875,0.222222222222222,0.00818764209441741
290,14,3,750,19,1,2.5,0.131590335075033,0.222222222222222,0.00821413896786082
307,4,5,1250,74,0,17.5,0.129880926408402,0.222222222222222,0.00852691491257539
305,14,6,1500,34,0,4,0.129450654829911,0.222222222222222,0.00860656371642621
306,11,5,1250,37,1,6.5,0.127603068695404,0.222222222222222,0.00895278421413152
308,11,3,750,23,0,6,0.126369730484966,0.222222222222222,0.00918770017224086
313,12,9,2250,60,0,6,0.126092560714486,0.111111111111111,0.000224443832218462
312,11,2,500,16,0,5,0.124861184574677,0.111111111111111,0.000189064520253451
311,11,5,1250,38,0,6.75,0.124109008763986,0.111111111111111,0.000168945343394608
309,16,4,1000,23,0,2.33333333333333,0.121877300048688,0,0.014854076267158
310,16,3,750,19,0,1.5,0.120611800926777,0,0.0145472065228005
314,9,1,250,9,0,0,0.120482397543327,0,0.0145160081177882
315,9,1,250,9,0,0,0.120482397543327,0,0.0145160081177882
316,4,2,500,29,0,25,0.119677071471566,0.111111111111111,7.33756768968863e-05
321,15,16,4000,82,0,4.46666666666667,0.118390304265018,0.111111111111111,5.2986652971888e-05
318,14,4,1000,26,0,4,0.118382383227353,0.222222222222222,0.0107827121624803
317,11,2,500,17,0,6,0.116816005156205,0.222222222222222,0.0111104705961683
319,11,9,2250,72,1,7.625,0.115689588770695,0.222222222222222,0.0113492019901176
320,11,5,1250,41,0,7.5,0.114687778341619,0.333333333333333,0.047805878717635
324,14,8,2000,50,1,5.14285714285714,0.111932727902137,0.333333333333333,0.0490182280853002
325,16,7,1750,38,0,3.66666666666667,0.111785302804809,0.333333333333333,0.049083529831068
323,11,4,1000,34,0,7.66666666666667,0.111499655598051,0.333333333333333,0.0492101805775612
322,9,5,1250,51,1,10.5,0.111315258599813,0.333333333333333,0.0492920255083791
326,14,2,500,16,0,2,0.110572434333882,0.333333333333333,0.0496224181230438
328,14,16,4000,98,0,5.6,0.108964451969745,0.222222222222222,0.0128273225225629
330,16,7,1750,39,0,3.83333333333333,0.108347870369237,0.333333333333333,0.0506184585451689
329,14,4,1000,28,1,4.66666666666667,0.108315854041354,0.333333333333333,0.0506328659869164
327,2,2,500,41,0,39,0.107735151388294,0.222222222222222,0.013107289388133
332,16,6,1500,35,0,3.8,0.105894792959555,0.333333333333333,0.051728289647355
333,16,6,1500,35,1,3.8,0.105894792959555,0.444444444444444,0.11461586652054
335,16,2,500,16,0,0,0.105746480924597,0.444444444444444,0.114716310492492
331,14,7,1750,47,0,5.5,0.104851377054142,0.333333333333333,0.0522040043451662
334,11,7,1750,62,1,8.5,0.104848734304115,0.333333333333333,0.0522052119935424
